"","taxon","lfc_(Intercept)","lfc_associated.phenotypeD015179","se_(Intercept)","se_associated.phenotypeD015179","W_(Intercept)","W_associated.phenotypeD015179","p_(Intercept)","p_associated.phenotypeD015179","q_(Intercept)","q_associated.phenotypeD015179","diff_(Intercept)","diff_associated.phenotypeD015179","passed_ss_(Intercept)","passed_ss_associated.phenotypeD015179","Species","Genus"
"111","GCA_002431945.1",-0.117892822586844,0.649321423141803,NA,0.023041580734027,NA,28.1804200257367,1,1.31610647264931e-11,1,2.75432591698773e-11,FALSE,TRUE,FALSE,TRUE,"s__UBA737 sp002431945","g__UBA737"
"112","GCA_002438685.1",0.0658165900421468,-0.093346424753847,NA,0.0299422814887645,NA,-3.11754549461684,1,0.00283686267445812,1,0.00350720537707064,FALSE,TRUE,FALSE,FALSE,"s__CAG-177 sp002438685","g__CAG-177"
"113","GCA_002451755.1",0.0841539665311143,0.133815307840256,NA,0.0370729014568375,NA,3.60951807335747,1,0.000426247041468408,1,0.000549734113202585,FALSE,TRUE,FALSE,FALSE,"s__CAG-177 sp002451755","g__CAG-177"
"114","GCA_002472405.1",0.261938656975114,-0.279995044299824,NA,0.0277745718639624,NA,-10.0809850704888,1,3.14731080779119e-13,1,7.73491639202919e-13,FALSE,TRUE,FALSE,FALSE,"s__F23-B02 sp002472405","g__F23-B02"
"115","GCA_002633275.1",-0.276506715671534,0.159584821541535,NA,0.0276660386411375,NA,5.76825701762171,1,9.96474254710415e-08,1,1.58281904308462e-07,FALSE,TRUE,FALSE,FALSE,"s__Phil12 sp002633275","g__Phil12"
"116","GCA_003096535.1",0.286277919184653,-0.200387618714407,NA,0.0441612505925302,NA,-4.53763460105232,1,7.61373078885528e-06,1,1.09616124123236e-05,FALSE,TRUE,FALSE,TRUE,"s__Agathobaculum butyriciproducens","g__Agathobaculum"
"117","GCA_003112755.1",0.0598037524631911,0.0998684588102262,NA,0.0467390782263855,NA,2.13672290083478,1,0.0332849612682429,1,0.0383476000990539,FALSE,TRUE,FALSE,FALSE,"s__Lawsonibacter asaccharolyticus","g__Lawsonibacter"
"118","GCA_003149735.1",-0.0684631502314296,0.0431458380814729,NA,0.0238561501642626,NA,1.80858343799776,1,0.0788745986534138,1,0.088266502351946,FALSE,FALSE,FALSE,TRUE,"s__QANA01 sp003149735","g__QANA01"
"119","GCA_003150225.1",-0.335595732756026,0.258838773960141,NA,0.023858042774413,NA,10.8491202068653,1,6.63171002131808e-12,1,1.42308365150906e-11,FALSE,TRUE,FALSE,FALSE,"s__QAND01 sp003150225","g__QAND01"
"120","GCA_003150315.1",0.282769791048357,-0.242475662591646,NA,0.024437646918484,NA,-9.92221810064062,1,5.72409877317843e-10,1,1.04872928786572e-09,FALSE,TRUE,FALSE,FALSE,"s__UBA6398 sp003150315","g__UBA6398"
"121","GCA_003150355.1",-0.0726971414595338,0.217291753868141,NA,0.0239888478953902,NA,9.05803208289537,1,1.05657109901287e-10,1,2.04270412475821e-10,FALSE,TRUE,FALSE,FALSE,"s__Limivicinus sp003150355","g__Limivicinus"
"122","GCA_003150515.1",-0.229886961338881,0.333887077844287,NA,0.0239374414028389,NA,13.9483193807292,1,8.89771276721443e-09,1,1.49770787043493e-08,FALSE,TRUE,FALSE,TRUE,"s__QALW01 sp003150515","g__QALW01"
"123","GCA_003435055.1",0.20843279430323,-0.331900527276973,NA,0.0238584696800439,NA,-13.9112244719781,1,2.30728510014604e-14,1,6.26174967018244e-14,FALSE,TRUE,FALSE,TRUE,"s__Marvinbryantia sp900066075","g__Marvinbryantia"
"124","GCA_003447235.1",0.711043061836678,0.0258985328018962,NA,0.0379775126120039,NA,0.681943893126643,1,0.496622202682406,1,0.51646673742074,FALSE,FALSE,FALSE,TRUE,"s__Prevotella sp003447235","g__Prevotella"
"125","GCA_003447295.1",0.458645150564478,-0.485778728285443,NA,0.0479447019845806,NA,-10.1320627343074,1,6.74028214596488e-20,1,2.92366939237366e-19,FALSE,TRUE,FALSE,TRUE,"s__Acetatifactor sp003447295","g__Acetatifactor"
"126","GCA_003458705.1",0.589379551974283,-0.837962230812037,NA,0.0339624584921436,NA,-24.6731911650589,1,8.82660467807197e-41,1,3.19964419580109e-39,FALSE,TRUE,FALSE,TRUE,"s__Lachnospira sp003537285","g__Lachnospira"
"127","GCA_003460745.1",0.20708479457722,-0.207365665010603,NA,0.0409672277499544,NA,-5.06174511676188,1,7.39253397328255e-07,1,1.12326676390446e-06,FALSE,TRUE,FALSE,TRUE,"s__CAG-41 sp900066215","g__CAG-41"
"128","GCA_003477405.1",-0.548574383504336,0.39815997232136,NA,0.0227270789870884,NA,17.5191881256523,1,2.64590092716778e-17,1,9.04238869048922e-17,FALSE,TRUE,FALSE,FALSE,"s__Pseudobutyricicoccus sp003477405","g__Pseudobutyricicoccus"
"129","GCA_003478355.1",0.186595371446284,-0.167692298351375,NA,0.0399116079263541,NA,-4.2015921448418,1,3.54932768526726e-05,1,4.88815142543591e-05,FALSE,TRUE,FALSE,TRUE,"s__UBA3402 sp003478355","g__UBA3402"
"130","GCA_003478935.1",0.131439612905024,-0.057066019319588,NA,0.0495222198202235,NA,-1.15233161047203,1,0.250050357903039,1,0.267722693324456,FALSE,FALSE,FALSE,TRUE,"s__KLE1615 sp900066985","g__KLE1615"
"131","GCA_003480425.1",0.644613161067952,-0.697819487900248,NA,0.0337374262954552,NA,-20.6838388260296,1,4.31390258388508e-38,1,1.21628086740093e-36,FALSE,TRUE,FALSE,FALSE,"s__Schaedlerella sp900066545","g__Schaedlerella"
"132","GCA_003480725.1",-0.0402960100216759,0.102355979091189,NA,0.0357176917751575,NA,2.86569411415269,1,0.00445911035139667,1,0.00545958625653512,FALSE,TRUE,FALSE,FALSE,"s__Choladocola sp003480725","g__Choladocola"
"133","GCA_003481005.1",0.473516884071259,-0.216566281879867,NA,0.0538483450793919,NA,-4.02178157119909,1,6.92401892157873e-05,1,9.40813815984258e-05,FALSE,TRUE,FALSE,TRUE,"s__Eisenbergiella sp900066775","g__Eisenbergiella"
"134","GCA_003481745.1",0.375491205512643,-0.280485473351735,NA,0.0384093951894906,NA,-7.30252252002344,1,1.40308759446362e-10,1,2.68198476154533e-10,FALSE,TRUE,FALSE,TRUE,"s__Blautia stercoris","g__Blautia"
"135","GCA_003481775.1",-0.52960313163123,0.0988339110196064,NA,0.0225498197151184,NA,4.38291357838855,1,0.000625042920849272,1,0.000795010732659161,FALSE,TRUE,FALSE,FALSE,"s__Clostridium_AQ sp003481775","g__Clostridium_AQ"
"136","GCA_003486385.1",0.107185363779914,0.329871209560726,NA,0.0284128349173389,NA,11.6099365135657,1,1.08441632678664e-14,1,3.05745158802345e-14,FALSE,TRUE,FALSE,TRUE,"s__CAG-882 sp003486385","g__CAG-882"
"137","GCA_003487665.1",-0.00961485454669881,0.676710393315841,NA,0.0282072937919208,NA,23.9906174022857,1,1.59450648130102e-26,1,1.22607884736404e-25,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp003487665","g__Vescimonas"
"138","GCA_003490145.1",0.447881216845155,-0.457315686235255,NA,0.0349749859851378,NA,-13.0755073477252,1,1.61219127168825e-22,1,8.52278198314359e-22,FALSE,TRUE,FALSE,FALSE,"s__CAG-95 sp900066375","g__CAG-95"
"139","GCA_003507655.1",-0.0128733176331671,0.125723451448322,NA,0.0393883772933616,NA,3.19189212878568,1,0.0016758350134934,1,0.00209479376686675,FALSE,TRUE,FALSE,FALSE,"s__UBA11774 sp003507655","g__UBA11774"
"140","GCA_003514385.1",0.577971941316827,0.146655713167194,NA,0.0481222823377577,NA,3.04756354110256,1,0.00254570832220579,1,0.00315493766427214,FALSE,TRUE,FALSE,TRUE,"s__CAG-177 sp003514385","g__CAG-177"
"141","GCA_003516765.1",-0.123528876085594,0.340252494098017,NA,0.028018401089855,NA,12.1438940433049,1,2.12664252555436e-22,1,1.11841562872419e-21,FALSE,TRUE,FALSE,TRUE,"s__CAG-170 sp003516765","g__CAG-170"
"142","GCA_003522105.1",0.811139592777344,-0.636651824307062,NA,0.0375436560139879,NA,-16.9576405683522,1,9.61915022548822e-35,1,1.84215801488123e-33,FALSE,TRUE,FALSE,TRUE,"s__ER4 sp003522105","g__ER4"
"143","GCA_003522145.1",0.302215851570943,-0.316454107157662,NA,0.0242126065112295,NA,-13.0698075405841,1,1.26122080953938e-10,1,2.41992272529768e-10,FALSE,TRUE,FALSE,TRUE,"s__UBA11512 sp003522145","g__UBA11512"
"144","GCA_003522945.1",0.269856679748878,0.115832870880691,NA,0.0384324563877644,NA,3.01393358030502,1,0.00307325682270863,1,0.00379022560759326,FALSE,TRUE,FALSE,FALSE,"s__UBA738 sp003522945","g__UBA738"
"145","GCA_003525075.1",0.603483503018737,0.00311363948997507,NA,0.0414793165076366,NA,0.07506486972614,1,0.940327871330408,1,0.943115404545815,FALSE,FALSE,FALSE,FALSE,"s__CAG-269 sp003525075","g__CAG-269"
"146","GCA_003525905.1",0.108896913551152,0.183413429531734,NA,0.0494733936210172,NA,3.70731449992581,1,0.000251208707030375,1,0.000329427438805983,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp003525905","g__Faecousia"
"147","GCA_003526375.1",0.259991954423903,-0.0902289651676382,NA,0.0242013388756878,NA,-3.72826336720902,1,0.000596931643244451,1,0.000761162836549144,FALSE,TRUE,FALSE,FALSE,"s__UBA11452 sp003526375","g__UBA11452"
"148","GCA_003526845.1",1.09519170502535,-0.884370430228924,NA,0.0338474435307556,NA,-26.1281307530756,1,1.22497979358941e-29,1,1.38150498943694e-28,FALSE,TRUE,FALSE,TRUE,"s__Eubacterium_R sp003526845","g__Eubacterium_R"
"149","GCA_003531585.1",0.561470089310463,-0.151335850847435,NA,0.0345078813949301,NA,-4.38554454025884,1,2.79933569211598e-05,1,3.89222702396948e-05,FALSE,TRUE,FALSE,FALSE,"s__CAG-115 sp003531585","g__CAG-115"
"150","GCA_003534295.1",0.396363767088294,0.341413195745583,NA,0.0402577401038159,NA,8.48068458053416,1,1.25919514359145e-11,1,2.64066750153993e-11,FALSE,TRUE,FALSE,FALSE,"s__CAG-273 sp003534295","g__CAG-273"
"151","GCA_003538135.1",-0.0762548523598175,0.373485457367494,NA,0.0386910968028708,NA,9.65300775189661,1,7.67314351701656e-17,1,2.52864956810773e-16,FALSE,TRUE,FALSE,FALSE,"s__CAG-177 sp003538135","g__CAG-177"
"152","GCA_003539625.1",0.267129213519104,-0.245014781632604,NA,0.0280015377226882,NA,-8.75004737450834,1,2.29519717691454e-09,1,4.03747856944239e-09,FALSE,TRUE,FALSE,FALSE,"s__CAG-313 sp003539625","g__CAG-313"
"153","GCA_003573975.1",0.0152313398766393,0.0657121980794326,NA,0.0380527691959921,NA,1.7268703294885,1,0.0860971051120156,1,0.0959839223678128,FALSE,FALSE,FALSE,TRUE,"s__Lawsonibacter sp900066825","g__Lawsonibacter"
"154","GCA_003584705.1",0.670546300461337,-0.201364797663119,NA,0.0845446783229808,NA,-2.38175603311018,1,0.0175890346174688,1,0.0207109862375067,FALSE,TRUE,FALSE,TRUE,"s__Acetatifactor sp900066565","g__Acetatifactor"
"155","GCA_004000625.1",0.482955044847216,0.160932122780717,NA,0.0591566818409056,NA,2.72043863470104,1,0.0067421414133797,1,0.0081467542078338,FALSE,TRUE,FALSE,FALSE,"s__Gemmiger qucibialis","g__Gemmiger"
"156","GCA_004340125.1",0.29749232285295,-1.12665425998538,NA,0.0231520371473462,NA,-48.6632883670247,1,3.51830473952677e-11,1,7.05746899331952e-11,FALSE,TRUE,FALSE,TRUE,"s__Harryflintia acetispora","g__Harryflintia"
"157","GCA_004553545.1",0.579931961600766,-0.524364936119076,NA,0.0244398862316241,NA,-21.4552936601059,1,9.46730360589588e-14,1,2.43891196953917e-13,FALSE,TRUE,FALSE,FALSE,"s__Dysosmobacter sp004553545","g__Dysosmobacter"
"158","GCA_004553625.1",-1.11732404148901,1.67067685226508,NA,0.0258872223776682,NA,64.5367366143653,1,1.45973536792251e-58,1,2.11661628348764e-56,FALSE,TRUE,FALSE,TRUE,"s__Scatomorpha merdavium","g__Scatomorpha"
"159","GCA_004554775.1",0.449639077414954,-0.705643458520028,NA,0.0234600092916899,NA,-30.0785668814711,1,7.99974493437826e-15,1,2.28082615404324e-14,FALSE,TRUE,FALSE,TRUE,"s__Gemmiger variabilis_B","g__Gemmiger"
"160","GCA_004555865.1",-0.382924050105534,0.925041874775317,NA,0.0225172587869233,NA,41.0814603824035,1,5.36334696360107e-16,1,1.65464959515352e-15,FALSE,TRUE,FALSE,FALSE,"s__SFJ001 sp004555865","g__SFJ001"
"161","GCA_004556155.1",-0.215836027982585,0.600298745546505,NA,0.0238973204793638,NA,25.119918614511,1,1.5517261283196e-23,1,8.94887511502498e-23,FALSE,TRUE,FALSE,FALSE,"s__SFMI01 sp004556155","g__SFMI01"
"162","GCA_004556345.1",0.0811725836850376,0.0579874411783049,NA,0.0254827158772756,NA,2.2755596953469,1,0.024827567968962,1,0.0288659581769719,FALSE,TRUE,FALSE,FALSE,"s__Evtepia sp004556345","g__Evtepia"
"163","GCA_004557245.1",-0.0417021897987713,0.682667631601896,NA,0.0326260857081222,NA,20.9239820464257,1,1.55089945799458e-48,1,1.21089457681884e-46,FALSE,TRUE,FALSE,TRUE,"s__SFEL01 sp004557245","g__SFEL01"
"164","GCA_006954405.1",0.0253041335624703,0.697730478168226,NA,0.0268227096253041,NA,26.0126768665459,1,1.3480592104539e-12,1,3.10972749684253e-12,FALSE,TRUE,FALSE,TRUE,"s__Methanarcanum hacksteinii","g__Methanarcanum"
"165","GCA_006954465.1",0.6367771482329,-1.19158010666427,NA,0.0230090043122519,NA,-51.7875563189745,1,2.14169612010551e-11,1,4.41833650794126e-11,FALSE,TRUE,FALSE,TRUE,"s__UBA71 sp006954465","g__UBA71"
"166","GCA_008671135.1",0.559356467881817,-0.378122966119029,NA,0.0270724001317958,NA,-13.967101707947,1,7.06102699666449e-16,1,2.16523939625814e-15,FALSE,TRUE,FALSE,TRUE,"s__Collinsella aerofaciens_J","g__Collinsella"
"167","GCA_010604095.1",0.213620783414412,-0.683694412067377,NA,0.0293632932974931,NA,-23.2839826629988,1,9.07184519932917e-14,1,2.34298292043743e-13,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus sp000187445","g__Streptococcus"
"168","GCA_014385025.1",0.0952663578921619,-0.054789845101742,NA,0.0235331818062592,NA,-2.32819537760802,1,0.0282868462890324,1,0.0328127416952776,FALSE,TRUE,FALSE,FALSE,"s__Fimivivens sp014385025","g__Fimivivens"
"169","GCA_014385085.1",-0.288876663748419,0.0524887945386835,NA,0.0231598326421833,NA,2.2663719271909,1,0.0367688399268981,1,0.0422176159794136,FALSE,TRUE,FALSE,TRUE,"s__Anaerotruncus sp014385085","g__Anaerotruncus"
"170","GCA_014385105.1",0.148015475835866,0.0330170007719497,NA,0.022790006425771,NA,1.44874907690302,1,0.178028643236924,1,0.192437777300828,FALSE,FALSE,FALSE,FALSE,"s__NSJ-50 sp014385105","g__NSJ-50"
"171","GCA_014385265.1",-0.202067991370997,0.320053725082933,NA,0.0368644828995165,NA,8.68189921327043,1,2.50438916860798e-15,1,7.43261697700908e-15,FALSE,TRUE,FALSE,TRUE,"s__Copromonas sp000435795","g__Copromonas"
"172","GCA_014610835.1",0.585675695919956,-0.0703296503201724,NA,0.0239348413691827,NA,-2.93837962973615,1,0.00760379315204363,1,0.00916609269515949,FALSE,TRUE,FALSE,TRUE,"s__Bulleidia sp900539965","g__Bulleidia"
"173","GCA_017161075.1",0.152583896735714,-0.51526769988004,NA,0.0235105455395372,NA,-21.9164501739666,1,1.98256533247208e-08,1,3.26143243510399e-08,FALSE,TRUE,FALSE,TRUE,"s__Clostridium_AQ sp000165065","g__Clostridium_AQ"
"174","GCA_018223365.1",0.170174565358408,-0.17924345512678,NA,0.0395678296103277,NA,-4.53002999891597,1,9.8639403589244e-06,1,1.41012668511384e-05,FALSE,TRUE,FALSE,FALSE,"s__Choladocola sp018223365","g__Choladocola"
"175","GCA_018223375.1",-0.389041438605789,0.68483102358193,NA,0.0268953657638782,NA,25.4627890021742,1,2.84693118101354e-23,1,1.61432131213896e-22,FALSE,TRUE,FALSE,TRUE,"s__Clostridium_Q sp000435655","g__Clostridium_Q"
"176","GCA_018223385.1",-0.0227362378521712,-0.00943927044657138,NA,0.0302929873091336,NA,-0.311599194567561,1,0.755681483060954,1,0.767016705306868,FALSE,FALSE,FALSE,TRUE,"s__JAGTTR01 sp018223385","g__JAGTTR01"
"177","GCA_018223435.1",0.282109957481232,-0.294198990975777,NA,0.03722112000379,NA,-7.90408754346512,1,6.0571605584944e-14,1,1.60104634553954e-13,FALSE,TRUE,FALSE,TRUE,"s__Limivivens sp900543575","g__Limivivens"
"178","GCA_018228645.1",0.0564873389308146,-0.0537444893501995,NA,0.0316642215748708,NA,-1.6973254568447,1,0.0909102080081446,1,0.100956084385412,FALSE,FALSE,FALSE,TRUE,"s__Choladocola sp003481535","g__Choladocola"
"179","GCA_018228685.1",0.470463020071891,0.117951349754652,NA,0.0597311743539481,NA,1.97470334428232,1,0.0490698746468355,1,0.0557113230050761,FALSE,FALSE,FALSE,TRUE,"s__Vescimonas sp001916855","g__Vescimonas"
"180","GCA_018373675.1",0.418119953475665,-0.707509596259817,NA,0.0232133808471767,NA,-30.4785244733477,1,1.45833986022513e-09,1,2.59232041703767e-09,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp018373675","g__Collinsella"
"181","GCA_018380115.1",-0.0532839719356565,0.0284580088836192,NA,0.0243100272155824,NA,1.17062842551562,1,0.246535530468874,1,0.264238187355763,FALSE,FALSE,FALSE,TRUE,"s__Ruthenibacterium sp018380115","g__Ruthenibacterium"
"182","GCA_018712945.1",0.577500141588826,-1.27359973380527,NA,0.0228870199408295,NA,-55.6472505856135,1,2.26169834310023e-09,1,3.98545801778946e-09,FALSE,TRUE,FALSE,TRUE,"s__Pullichristensenella stercorigallinarum","g__Pullichristensenella"
"183","GCA_018714125.1",0.0773595257517728,0.0136837894682115,NA,0.0226078622703731,NA,0.605266844983555,1,0.551487251738706,1,0.570600979118029,FALSE,FALSE,FALSE,TRUE,"s__Galloscillospira_B excrementipullorum","g__Galloscillospira_B"
"184","GCA_019114465.1",-0.354425489605155,0.00778876192857608,NA,0.0229090855021342,NA,0.339985719982165,1,0.739744320390127,1,0.751592077273252,FALSE,FALSE,FALSE,TRUE,"s__Lachnoclostridium_A avicola","g__Lachnoclostridium_A"
"185","GCA_019117005.1",-0.021973641709767,0.471909093889624,NA,0.024756217692664,NA,19.0622452810902,1,7.61053488544095e-14,1,1.98578223874616e-13,FALSE,TRUE,FALSE,FALSE,"s__Collinsella stercoripullorum","g__Collinsella"
"186","GCA_019117305.1",-0.590139817914987,0.760256734519296,NA,0.0241575758829203,NA,31.4707377182164,1,7.41497596750944e-18,1,2.69756294158498e-17,FALSE,TRUE,FALSE,FALSE,"s__Mediterraneibacter merdigallinarum","g__Mediterraneibacter"
"187","GCA_019410105.1",-0.78374061386883,0.38037035696962,NA,0.0243328969346082,NA,15.6319388518277,1,2.39708572735312e-19,1,9.89041468806265e-19,FALSE,TRUE,FALSE,FALSE,"s__DXTB01 sp019410105","g__DXTB01"
"188","GCA_019411205.1",0.121676859902045,-0.33852017283861,NA,0.0228865493302406,NA,-14.7912281556274,1,2.36563814154853e-10,1,4.45477312369528e-10,FALSE,TRUE,FALSE,FALSE,"s__Parabacteroides sp019411205","g__Parabacteroides"
"189","GCA_019411365.1",0.0581083519586463,0.12795311046064,NA,0.04999994731113,NA,2.55906490589755,1,0.0109382741387771,1,0.0130615861774809,FALSE,TRUE,FALSE,FALSE,"s__Roseburia sp019411365","g__Roseburia"
"190","GCA_019412865.1",-0.154519087935765,0.381472763984559,NA,0.0489763686297435,NA,7.78891483091479,1,7.07690721616898e-14,1,1.86089658663511e-13,FALSE,TRUE,TRUE,TRUE,"s__Bacteroides sp019412865","g__Bacteroides"
"191","GCA_019414665.1",0.2697895322048,-0.147753669341768,NA,0.0469357539932972,NA,-3.14799820543777,1,0.00182216917773753,1,0.00227211512948844,FALSE,TRUE,FALSE,FALSE,"s__Phocaeicola sp019414665","g__Phocaeicola"
"192","GCA_019414725.1",0.163207475245327,-0.0904968963801301,NA,0.0493114952469243,NA,-1.83520892901285,1,0.0673912646159529,1,0.0759180172976606,FALSE,FALSE,FALSE,TRUE,"s__Phocaeicola sp019414725","g__Phocaeicola"
"193","GCA_019415335.1",0.267229154263194,-0.494036570547061,NA,0.0252626277325148,NA,-19.5560246454965,1,1.79833004389726e-17,1,6.25104450190314e-17,FALSE,TRUE,FALSE,FALSE,"s__Citrobacter_A sp019415335","g__Citrobacter_A"
"194","GCA_019417795.1",0.642735429213223,-0.173385056985993,NA,0.0503024235082451,NA,-3.44685295247402,1,0.000606693629746242,1,0.000772639942525014,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter sp019417795","g__Dysosmobacter"
"195","GCA_019420945.1",0.138380424854177,-0.308755033828127,NA,0.0271493744443311,NA,-11.3724548041142,1,1.45126875214151e-17,1,5.09701655163888e-17,FALSE,TRUE,FALSE,FALSE,"s__UMGS1766 sp019420945","g__UMGS1766"
"196","GCA_019422525.1",0.114936966469537,-0.855308230662317,NA,0.0226906638720604,NA,-37.6942797039745,1,3.22978101210077e-11,1,6.51735134648565e-11,FALSE,TRUE,FALSE,TRUE,"s__Heritagella sp019422525","g__Heritagella"
"197","GCA_019423565.1",-0.660237288924805,1.32802856166966,NA,0.0248537030633976,NA,53.4338306964591,1,1.41557339056584e-12,1,3.25806574019122e-12,FALSE,TRUE,FALSE,FALSE,"s__CAG-433 sp019423565","g__CAG-433"
"198","GCA_019423795.1",0.125890238231378,-0.374393611642501,NA,0.0343440031429382,NA,-10.901280496752,1,2.13831067774909e-21,1,1.02376666882798e-20,FALSE,TRUE,FALSE,TRUE,"s__Anaerostipes sp019423795","g__Anaerostipes"
"199","GCA_019424245.1",0.104643876064397,-0.228677823249905,NA,0.0237017914766794,NA,-9.64812400256347,1,2.89581942405164e-11,1,5.86677987108266e-11,FALSE,TRUE,FALSE,TRUE,"s__Lachnospira sp019424245","g__Lachnospira"
"200","GCA_019550975.1",0.665325640234141,-0.897252307080488,NA,0.0224567510435936,NA,-39.9546802357438,1,1.64293680410597e-08,1,2.7203602873859e-08,FALSE,TRUE,FALSE,TRUE,"s__Phocaeicola excrementipullorum","g__Phocaeicola"
"201","GCA_020555605.1",-0.51957422000922,0.504814492769375,NA,0.0237926789609196,NA,21.2172195320482,1,1.28457094879257e-19,1,5.36559470380436e-19,FALSE,TRUE,FALSE,FALSE,"s__Pseudoscilispira sp020555605","g__Pseudoscilispira"
"202","GCA_020555865.1",-0.224849487512669,0.104651901217865,NA,0.026029524299641,NA,4.02050763637308,1,0.000138429940955738,1,0.000184633889711004,FALSE,TRUE,FALSE,FALSE,"s__Pseudoscilispira sp018369915","g__Pseudoscilispira"
"203","GCA_020687485.1",0.146063594488115,-0.0837305344536348,NA,0.0365413844753679,NA,-2.29138921953208,1,0.0226553425696073,1,0.0264921344563957,FALSE,TRUE,FALSE,TRUE,"s__JAJEQR01 sp020687485","g__JAJEQR01"
"204","GCA_020735665.1",0.205986439265275,0.254074636370148,NA,0.0431177702429072,NA,5.89257364049205,1,3.80422516078292e-08,1,6.13877351064334e-08,FALSE,TRUE,FALSE,TRUE,"s__Coprococcus sp000154245","g__Coprococcus"
"205","GCA_020860125.1",-0.441390341837507,0.458654627636389,NA,0.0231712184387117,NA,19.7941523381491,1,2.37442327685411e-09,1,4.16961873011579e-09,FALSE,TRUE,FALSE,FALSE,"s__Cloacibacillus sp020860125","g__Cloacibacillus"
"206","GCA_021029595.1",0.495532871207661,-0.119997883632259,NA,0.0520720642283273,NA,-2.30445797397408,1,0.0217412524747869,1,0.025452562009122,FALSE,TRUE,FALSE,TRUE,"s__UBA1417 sp003531055","g__UBA1417"
"207","GCA_021307345.1",-0.328436761494519,0.455861274789412,NA,0.0281781395369586,NA,16.1778343879482,1,2.68967880436664e-24,1,1.66464877221472e-23,FALSE,TRUE,FALSE,FALSE,"s__Escherichia ruysiae","g__Escherichia"
"208","GCA_021619875.1",1.16393786994045,-0.781620193566168,NA,0.0456647192618493,NA,-17.1165005763908,1,3.16706605815832e-34,1,5.44842720174694e-33,FALSE,TRUE,FALSE,TRUE,"s__Prevotella copri_D","g__Prevotella"
"209","GCA_021628825.1",-0.229333718859879,0.131244582459056,NA,0.0228223550683499,NA,5.75070285542383,1,1.88531240714647e-05,1,2.64308300173158e-05,FALSE,TRUE,FALSE,FALSE,"s__CAG-95 sp021628825","g__CAG-95"
